Channel 1,Channel 2,Channel 3,Channel 4
1092.2669677734375,901.44921875,806.0403442382812,1256.7650146484375
1100.4918212890625,901.44921875,789.590576171875,1256.7650146484375
1065.947265625,690.8917236328125,764.9158325195312,1204.1256103515625
1102.1368408203125,954.088623046875,794.5255126953125,1256.7650146484375
1110.3616943359375,796.1704711914062,809.330322265625,1256.7650146484375
1102.1368408203125,743.5311279296875,810.9752807617188,1204.1256103515625
1097.201904296875,743.5311279296875,774.7857666015625,1204.1256103515625
1130.1014404296875,638.2523803710938,769.850830078125,1297.8895263671875
1121.8765869140625,954.088623046875,789.590576171875,1289.66455078125
1090.6219482421875,901.44921875,802.7504272460938,1192.6107177734375
1125.16650390625,901.44921875,769.850830078125,1251.830078125
1125.16650390625,1006.7279663085938,802.7504272460938,1238.670166015625
1138.326416015625,690.8917236328125,789.590576171875,1269.9248046875
1098.846923828125,796.1704711914062,774.7857666015625,1200.835693359375
1131.7464599609375,901.44921875,799.46044921875,1248.5400390625
1131.7464599609375,796.1704711914062,791.2355346679688,1276.5047607421875
1130.1014404296875,796.1704711914062,781.3656616210938,1240.315185546875
1098.846923828125,796.1704711914062,763.2708740234375,1212.3504638671875
1131.7464599609375,848.8098754882812,787.945556640625,1286.3746337890625
1135.036376953125,848.8098754882812,797.8154907226562,1292.95458984375
1116.941650390625,690.8917236328125,783.0106201171875,1228.80029296875
1110.3616943359375,690.8917236328125,758.3359375,1253.4749755859375
1113.6517333984375,796.1704711914062,779.720703125,1278.1497802734375
1120.2315673828125,954.088623046875,784.6556396484375,1288.0196533203125
1079.1070556640625,743.5311279296875,764.9158325195312,1189.32080078125
1087.33203125,848.8098754882812,806.0403442382812,1245.2501220703125
1098.846923828125,638.2523803710938,779.720703125,1255.1199951171875
1088.9769287109375,638.2523803710938,786.3005981445312,1255.1199951171875
1056.077392578125,638.2523803710938,759.9808959960938,1202.4805908203125
1082.3970947265625,743.5311279296875,769.850830078125,1274.8597412109375
1088.9769287109375,743.5311279296875,769.850830078125,1268.27978515625
1054.432373046875,743.5311279296875,766.5608520507812,1195.9007568359375
1051.1424560546875,743.5311279296875,771.4957885742188,1222.2203369140625
1075.817138671875,848.8098754882812,797.8154907226562,1258.409912109375
1074.172119140625,848.8098754882812,797.8154907226562,1258.409912109375
1049.4974365234375,638.2523803710938,756.6909790039062,1179.450927734375
1062.6573486328125,743.5311279296875,759.9808959960938,1235.3802490234375
1075.817138671875,743.5311279296875,755.0459594726562,1248.5400390625
1067.59228515625,954.088623046875,783.0106201171875,1228.80029296875
1031.4027099609375,848.8098754882812,784.6556396484375,1146.55126953125
1062.6573486328125,848.8098754882812,810.9752807617188,1204.1256103515625
1077.462158203125,848.8098754882812,815.9102783203125,1213.9954833984375
1082.3970947265625,638.2523803710938,773.1407470703125,1200.835693359375
1064.30224609375,743.5311279296875,750.1110229492188,1202.4805908203125
1087.33203125,848.8098754882812,781.3656616210938,1250.18505859375
1097.201904296875,848.8098754882812,791.2355346679688,1251.830078125
1070.8822021484375,743.5311279296875,769.850830078125,1182.7408447265625
1080.7520751953125,848.8098754882812,778.07568359375,1235.3802490234375
1098.846923828125,848.8098754882812,792.8805541992188,1253.4749755859375
1107.07177734375,848.8098754882812,786.3005981445312,1253.4749755859375
1077.462158203125,848.8098754882812,753.4010009765625,1169.5810546875
1107.07177734375,743.5311279296875,771.4957885742188,1240.315185546875
1110.3616943359375,1059.3673095703125,794.5255126953125,1243.6051025390625
1098.846923828125,848.8098754882812,784.6556396484375,1209.060546875
1062.6573486328125,954.088623046875,789.590576171875,1154.7762451171875
1100.4918212890625,954.088623046875,797.8154907226562,1232.09033203125
1100.4918212890625,848.8098754882812,789.590576171875,1230.4453125
1084.0419921875,743.5311279296875,769.850830078125,1169.5810546875
1092.2669677734375,743.5311279296875,768.205810546875,1227.1553955078125
1112.0067138671875,690.8917236328125,778.07568359375,1238.670166015625
1108.716796875,743.5311279296875,786.3005981445312,1233.7352294921875
1061.0123291015625,743.5311279296875,768.205810546875,1144.9063720703125
1090.6219482421875,901.44921875,781.3656616210938,1223.8653564453125
1093.9119873046875,743.5311279296875,787.945556640625,1246.8951416015625
1088.9769287109375,690.8917236328125,774.7857666015625,1235.3802490234375
1067.59228515625,690.8917236328125,755.0459594726562,1194.2557373046875
1084.0419921875,743.5311279296875,797.8154907226562,1227.1553955078125
1092.2669677734375,796.1704711914062,799.46044921875,1238.670166015625
1077.462158203125,532.9736328125,769.850830078125,1189.32080078125
1077.462158203125,796.1704711914062,774.7857666015625,1228.80029296875
1098.846923828125,796.1704711914062,769.850830078125,1278.1497802734375
1092.2669677734375,796.1704711914062,776.4307250976562,1256.7650146484375
1062.6573486328125,690.8917236328125,774.7857666015625,1167.93603515625
1088.9769287109375,690.8917236328125,778.07568359375,1240.315185546875
1085.68701171875,901.44921875,799.46044921875,1243.6051025390625
1102.1368408203125,585.6129760742188,781.3656616210938,1253.4749755859375
1057.722412109375,743.5311279296875,779.720703125,1174.5159912109375
1092.2669677734375,848.8098754882812,797.8154907226562,1240.315185546875
1103.7818603515625,690.8917236328125,768.205810546875,1256.7650146484375
1087.33203125,690.8917236328125,748.466064453125,1217.285400390625
1052.7874755859375,532.9736328125,753.4010009765625,1181.0958251953125
1061.0123291015625,796.1704711914062,796.1704711914062,1190.9658203125
1084.0419921875,796.1704711914062,792.8805541992188,1217.285400390625
1039.6275634765625,796.1704711914062,796.1704711914062,1108.716796875
1069.2371826171875,848.8098754882812,783.0106201171875,1204.1256103515625
1080.7520751953125,638.2523803710938,774.7857666015625,1230.4453125
1067.59228515625,690.8917236328125,764.9158325195312,1223.8653564453125
1026.4677734375,690.8917236328125,751.7560424804688,1148.1962890625
1062.6573486328125,743.5311279296875,776.4307250976562,1212.3504638671875
1065.947265625,743.5311279296875,784.6556396484375,1189.32080078125
1049.4974365234375,848.8098754882812,801.1054077148438,1139.971435546875
1044.5625,638.2523803710938,759.9808959960938,1143.2613525390625
1057.722412109375,901.44921875,797.8154907226562,1186.0308837890625
1074.172119140625,743.5311279296875,789.590576171875,1209.060546875
1033.047607421875,743.5311279296875,786.3005981445312,1126.8115234375
1054.432373046875,848.8098754882812,794.5255126953125,1177.805908203125
1077.462158203125,796.1704711914062,784.6556396484375,1202.4805908203125
1074.172119140625,901.44921875,802.7504272460938,1187.67578125
1041.2725830078125,796.1704711914062,786.3005981445312,1098.846923828125
1075.817138671875,901.44921875,784.6556396484375,1194.2557373046875
1072.5272216796875,954.088623046875,814.2652587890625,1184.3858642578125
1082.3970947265625,690.8917236328125,783.0106201171875,1158.066162109375
1062.6573486328125,638.2523803710938,751.7560424804688,1139.971435546875
1090.6219482421875,796.1704711914062,779.720703125,1204.1256103515625
1092.2669677734375,901.44921875,774.7857666015625,1199.190673828125
1052.7874755859375,1112.0067138671875,794.5255126953125,1120.2315673828125
1067.59228515625,1006.7279663085938,787.945556640625,1146.55126953125
1087.33203125,1112.0067138671875,806.0403442382812,1171.2259521484375
1103.7818603515625,1006.7279663085938,799.46044921875,1179.450927734375
1077.462158203125,690.8917236328125,751.7560424804688,1107.07177734375
1087.33203125,1006.7279663085938,769.850830078125,1177.805908203125
1093.9119873046875,1006.7279663085938,792.8805541992188,1182.7408447265625
1092.2669677734375,901.44921875,786.3005981445312,1161.3560791015625
1059.3673095703125,901.44921875,768.205810546875,1100.4918212890625
1088.9769287109375,901.44921875,797.8154907226562,1169.5810546875
1100.4918212890625,796.1704711914062,781.3656616210938,1199.190673828125
1079.1070556640625,796.1704711914062,746.8211059570312,1158.066162109375
1074.172119140625,690.8917236328125,756.6909790039062,1171.2259521484375
1085.68701171875,796.1704711914062,786.3005981445312,1172.8709716796875
1088.9769287109375,901.44921875,796.1704711914062,1172.8709716796875
1065.947265625,585.6129760742188,774.7857666015625,1092.2669677734375
1084.0419921875,1006.7279663085938,784.6556396484375,1167.93603515625
1093.9119873046875,796.1704711914062,786.3005981445312,1182.7408447265625
1095.556884765625,796.1704711914062,787.945556640625,1169.5810546875
1059.3673095703125,480.3342590332031,736.951171875,1084.0419921875
1075.817138671875,796.1704711914062,763.2708740234375,1184.3858642578125
1070.8822021484375,796.1704711914062,784.6556396484375,1166.291015625
1052.7874755859375,690.8917236328125,769.850830078125,1116.941650390625
1041.2725830078125,901.44921875,776.4307250976562,1135.036376953125
1082.3970947265625,796.1704711914062,781.3656616210938,1179.450927734375
1082.3970947265625,796.1704711914062,773.1407470703125,1204.1256103515625
1054.432373046875,796.1704711914062,748.466064453125,1125.16650390625
1049.4974365234375,796.1704711914062,761.6259155273438,1153.1312255859375
1049.4974365234375,901.44921875,794.5255126953125,1148.1962890625
1062.6573486328125,796.1704711914062,787.945556640625,1158.066162109375
1018.2428588867188,796.1704711914062,794.5255126953125,1082.3970947265625
1067.59228515625,820.84521484375,787.945556640625,1172.8709716796875
1079.1070556640625,662.9270629882812,774.7857666015625,1184.3858642578125
1075.817138671875,715.5664672851562,773.1407470703125,1161.3560791015625
1056.077392578125,715.5664672851562,756.6909790039062,1135.036376953125
1074.172119140625,715.5664672851562,789.590576171875,1174.5159912109375
1075.817138671875,662.9270629882812,774.7857666015625,1190.9658203125
1029.7576904296875,662.9270629882812,771.4957885742188,1097.201904296875
1044.5625,715.5664672851562,786.3005981445312,1144.9063720703125
1069.2371826171875,662.9270629882812,784.6556396484375,1167.93603515625
1074.172119140625,926.1239624023438,786.3005981445312,1190.9658203125
1029.7576904296875,662.9270629882812,769.850830078125,1095.556884765625
1061.0123291015625,820.84521484375,773.1407470703125,1181.0958251953125
1056.077392578125,926.1239624023438,797.8154907226562,1172.8709716796875
1057.722412109375,557.6483154296875,783.0106201171875,1121.8765869140625
1041.2725830078125,610.2877197265625,755.0459594726562,1115.296630859375
1059.3673095703125,820.84521484375,776.4307250976562,1182.7408447265625
1069.2371826171875,715.5664672851562,751.7560424804688,1184.3858642578125
1024.82275390625,926.1239624023438,771.4957885742188,1112.0067138671875
1039.6275634765625,820.84521484375,792.8805541992188,1125.16650390625
1065.947265625,610.2877197265625,776.4307250976562,1171.2259521484375
1069.2371826171875,662.9270629882812,789.590576171875,1190.9658203125
1033.047607421875,610.2877197265625,763.2708740234375,1112.0067138671875
1056.077392578125,715.5664672851562,766.5608520507812,1177.805908203125
1061.0123291015625,820.84521484375,787.945556640625,1177.805908203125
1054.432373046875,768.205810546875,791.2355346679688,1151.4862060546875
1036.337646484375,662.9270629882812,756.6909790039062,1112.0067138671875
1061.0123291015625,873.4845581054688,786.3005981445312,1177.805908203125
1067.59228515625,768.205810546875,801.1054077148438,1177.805908203125
1051.1424560546875,820.84521484375,794.5255126953125,1112.0067138671875
1051.1424560546875,768.205810546875,778.07568359375,1118.586669921875
1074.172119140625,768.205810546875,778.07568359375,1164.6461181640625
1065.947265625,926.1239624023438,784.6556396484375,1164.6461181640625
1028.1126708984375,715.5664672851562,764.9158325195312,1072.5272216796875
1039.6275634765625,1031.4027099609375,781.3656616210938,1151.4862060546875
1056.077392578125,1031.4027099609375,815.9102783203125,1151.4862060546875
1069.2371826171875,715.5664672851562,787.945556640625,1151.4862060546875
1037.9825439453125,715.5664672851562,748.466064453125,1098.846923828125
1067.59228515625,715.5664672851562,763.2708740234375,1151.4862060546875
1052.7874755859375,926.1239624023438,776.4307250976562,1151.4862060546875
1044.5625,820.84521484375,789.590576171875,1098.846923828125
1033.047607421875,820.84521484375,761.6259155273438,1125.16650390625
1049.4974365234375,1031.4027099609375,802.7504272460938,1151.4862060546875
1067.59228515625,715.5664672851562,786.3005981445312,1177.805908203125
1019.8878173828125,715.5664672851562,764.9158325195312,1098.846923828125
1042.91748046875,715.5664672851562,766.5608520507812,1151.4862060546875
1047.8525390625,715.5664672851562,756.6909790039062,1151.4862060546875
1046.20751953125,1031.4027099609375,791.2355346679688,1151.4862060546875
1005.0830078125,820.84521484375,801.1054077148438,1072.5272216796875
1036.337646484375,926.1239624023438,809.330322265625,1125.16650390625
1054.432373046875,610.2877197265625,801.1054077148438,1144.9063720703125
1042.91748046875,505.00897216796875,766.5608520507812,1131.7464599609375
1019.8878173828125,505.00897216796875,748.466064453125,1131.7464599609375
1033.047607421875,610.2877197265625,778.07568359375,1181.0958251953125
1034.692626953125,610.2877197265625,784.6556396484375,1159.711181640625
1013.307861328125,505.00897216796875,768.205810546875,1095.556884765625
1019.8878173828125,715.5664672851562,779.720703125,1131.7464599609375
1033.047607421875,715.5664672851562,787.945556640625,1154.7762451171875
1047.8525390625,715.5664672851562,771.4957885742188,1182.7408447265625
1013.307861328125,715.5664672851562,748.466064453125,1095.556884765625
1016.5978393554688,820.84521484375,806.0403442382812,1131.7464599609375
1037.9825439453125,820.84521484375,801.1054077148438,1146.55126953125
1033.047607421875,715.5664672851562,787.945556640625,1115.296630859375
1010.0179443359375,610.2877197265625,763.2708740234375,1087.33203125
1041.2725830078125,820.84521484375,791.2355346679688,1163.0010986328125
1047.8525390625,715.5664672851562,779.720703125,1174.5159912109375
1028.1126708984375,715.5664672851562,745.1760864257812,1118.586669921875
1008.3729248046875,768.205810546875,763.2708740234375,1108.716796875
1029.7576904296875,820.84521484375,784.6556396484375,1126.8115234375
1036.337646484375,820.84521484375,789.590576171875,1143.2613525390625
1001.7930297851562,715.5664672851562,781.3656616210938,1047.8525390625
1037.9825439453125,768.205810546875,773.1407470703125,1153.1312255859375
1046.20751953125,768.205810546875,791.2355346679688,1166.291015625
1036.337646484375,820.84521484375,779.720703125,1136.681396484375
1001.7930297851562,820.84521484375,764.9158325195312,1067.59228515625
1041.2725830078125,768.205810546875,787.945556640625,1141.6163330078125
1057.722412109375,768.205810546875,773.1407470703125,1176.160888671875
1028.1126708984375,768.205810546875,769.850830078125,1115.296630859375
1013.307861328125,715.5664672851562,764.9158325195312,1112.0067138671875
1041.2725830078125,873.4845581054688,778.07568359375,1158.066162109375
1041.2725830078125,820.84521484375,801.1054077148438,1151.4862060546875
1021.5327758789062,557.6483154296875,764.9158325195312,1082.3970947265625
1039.6275634765625,873.4845581054688,774.7857666015625,1154.7762451171875
1047.8525390625,873.4845581054688,774.7857666015625,1164.6461181640625
1046.20751953125,926.1239624023438,758.3359375,1159.711181640625
993.568115234375,926.1239624023438,768.205810546875,1051.1424560546875
1037.9825439453125,820.84521484375,776.4307250976562,1136.681396484375
1028.1126708984375,873.4845581054688,799.46044921875,1126.8115234375
1023.1777954101562,768.205810546875,796.1704711914062,1098.846923828125
1018.2428588867188,768.205810546875,761.6259155273438,1102.1368408203125
1039.6275634765625,926.1239624023438,792.8805541992188,1161.3560791015625
1051.1424560546875,926.1239624023438,776.4307250976562,1177.805908203125
1013.307861328125,926.1239624023438,761.6259155273438,1090.6219482421875
1014.952880859375,873.4845581054688,787.945556640625,1125.16650390625
1026.4677734375,873.4845581054688,784.6556396484375,1133.3914794921875
1028.1126708984375,768.205810546875,802.7504272460938,1120.2315673828125
998.5030517578125,662.9270629882812,764.9158325195312,1062.6573486328125
1029.7576904296875,820.84521484375,764.9158325195312,1154.7762451171875
1034.692626953125,820.84521484375,783.0106201171875,1161.3560791015625
1011.6629028320312,820.84521484375,786.3005981445312,1121.8765869140625
998.5030517578125,610.2877197265625,736.951171875,1095.556884765625
1016.5978393554688,715.5664672851562,746.8211059570312,1161.3560791015625
1003.43798828125,1031.4027099609375,799.46044921875,1121.8765869140625
990.2781372070312,820.84521484375,781.3656616210938,1062.6573486328125
993.568115234375,1031.4027099609375,794.5255126953125,1102.1368408203125
1010.0179443359375,926.1239624023438,792.8805541992188,1128.45654296875
1016.5978393554688,926.1239624023438,789.590576171875,1148.1962890625
990.2781372070312,715.5664672851562,755.0459594726562,1082.3970947265625
1014.952880859375,715.5664672851562,769.850830078125,1148.1962890625
1019.8878173828125,926.1239624023438,791.2355346679688,1141.6163330078125
1026.4677734375,820.84521484375,769.850830078125,1128.45654296875
986.9882202148438,820.84521484375,761.6259155273438,1082.3970947265625
1028.1126708984375,820.84521484375,791.2355346679688,1154.7762451171875
1034.692626953125,715.5664672851562,781.3656616210938,1167.93603515625
1005.0830078125,715.5664672851562,769.850830078125,1095.556884765625
1006.7279663085938,741.8861083984375,778.07568359375,1105.4267578125
1028.1126708984375,715.5664672851562,789.590576171875,1128.45654296875
1042.91748046875,662.9270629882812,779.720703125,1151.4862060546875
991.9231567382812,820.84521484375,792.8805541992188,1039.6275634765625
1026.4677734375,847.1648559570312,792.8805541992188,1120.2315673828125
1033.047607421875,847.1648559570312,794.5255126953125,1136.681396484375
1047.8525390625,768.205810546875,791.2355346679688,1126.8115234375
1019.8878173828125,452.3695983886719,740.2411499023438,1074.172119140625
1016.5978393554688,926.1239624023438,799.46044921875,1113.6517333984375
1037.9825439453125,926.1239624023438,801.1054077148438,1131.7464599609375
1021.5327758789062,662.9270629882812,778.07568359375,1074.172119140625
1011.6629028320312,847.1648559570312,773.1407470703125,1084.0419921875
1037.9825439453125,847.1648559570312,791.2355346679688,1138.326416015625
1047.8525390625,820.84521484375,791.2355346679688,1153.1312255859375
1010.0179443359375,873.4845581054688,763.2708740234375,1084.0419921875
1014.952880859375,914.6090698242188,792.8805541992188,1121.8765869140625
1034.692626953125,704.0515747070312,791.2355346679688,1125.16650390625
1031.4027099609375,704.0515747070312,784.6556396484375,1121.8765869140625
995.213134765625,704.0515747070312,763.2708740234375,1052.7874755859375
1018.2428588867188,809.330322265625,778.07568359375,1148.1962890625
1019.8878173828125,809.330322265625,779.720703125,1148.1962890625
1016.5978393554688,914.6090698242188,771.4957885742188,1112.0067138671875
986.9882202148438,598.7728271484375,758.3359375,1069.2371826171875
1013.307861328125,704.0515747070312,779.720703125,1105.4267578125
1014.952880859375,809.330322265625,796.1704711914062,1118.586669921875
990.2781372070312,493.4941101074219,778.07568359375,1042.91748046875
1011.6629028320312,704.0515747070312,789.590576171875,1108.716796875
1024.82275390625,598.7728271484375,791.2355346679688,1131.7464599609375
1028.1126708984375,704.0515747070312,804.3953857421875,1131.7464599609375
998.5030517578125,493.4941101074219,776.4307250976562,1042.91748046875
1014.952880859375,809.330322265625,781.3656616210938,1125.16650390625
1023.1777954101562,704.0515747070312,787.945556640625,1115.296630859375
1023.1777954101562,598.7728271484375,783.0106201171875,1097.201904296875
996.8580932617188,598.7728271484375,776.4307250976562,1069.2371826171875
1033.047607421875,388.2153625488281,781.3656616210938,1131.7464599609375
1036.337646484375,282.9366149902344,766.5608520507812,1141.6163330078125
996.8580932617188,598.7728271484375,776.4307250976562,1051.1424560546875
998.5030517578125,598.7728271484375,779.720703125,1065.947265625
1023.1777954101562,704.0515747070312,789.590576171875,1113.6517333984375
1018.2428588867188,704.0515747070312,802.7504272460938,1113.6517333984375
988.6331787109375,388.2153625488281,758.3359375,1028.1126708984375
1018.2428588867188,704.0515747070312,791.2355346679688,1113.6517333984375
1026.4677734375,704.0515747070312,771.4957885742188,1126.8115234375
1018.2428588867188,914.6090698242188,766.5608520507812,1118.586669921875
975.4733276367188,809.330322265625,776.4307250976562,1041.2725830078125
1014.952880859375,809.330322265625,778.07568359375,1120.2315673828125
1011.6629028320312,809.330322265625,807.6853637695312,1120.2315673828125
1005.0830078125,598.7728271484375,786.3005981445312,1067.59228515625
1001.7930297851562,756.6909790039062,766.5608520507812,1093.9119873046875
1023.1777954101562,730.3712768554688,783.0106201171875,1128.45654296875
1024.82275390625,756.6909790039062,778.07568359375,1148.1962890625
982.0532836914062,861.9697265625,791.2355346679688,1049.4974365234375
1008.3729248046875,861.9697265625,771.4957885742188,1107.07177734375
1010.0179443359375,861.9697265625,789.590576171875,1110.3616943359375
1018.2428588867188,756.6909790039062,797.8154907226562,1113.6517333984375
991.9231567382812,730.3712768554688,771.4957885742188,1054.432373046875
1024.82275390625,756.6909790039062,771.4957885742188,1143.2613525390625
1014.952880859375,835.6500244140625,781.3656616210938,1126.8115234375
991.9231567382812,809.330322265625,796.1704711914062,1064.30224609375
990.2781372070312,730.3712768554688,774.7857666015625,1061.0123291015625
1011.6629028320312,967.2484130859375,820.84521484375,1097.201904296875
1036.337646484375,704.0515747070312,791.2355346679688,1123.5216064453125
1001.7930297851562,677.7318725585938,764.9158325195312,1057.722412109375
1006.7279663085938,704.0515747070312,778.07568359375,1107.07177734375
1018.2428588867188,809.330322265625,783.0106201171875,1120.2315673828125
1014.952880859375,1019.8878173828125,806.0403442382812,1120.2315673828125
988.6331787109375,809.330322265625,764.9158325195312,1031.4027099609375
1006.7279663085938,1125.16650390625,799.46044921875,1116.941650390625
1021.5327758789062,914.6090698242188,804.3953857421875,1125.16650390625
1016.5978393554688,809.330322265625,774.7857666015625,1097.201904296875
996.8580932617188,809.330322265625,753.4010009765625,1075.817138671875
1014.952880859375,1019.8878173828125,784.6556396484375,1125.16650390625
1013.307861328125,1019.8878173828125,802.7504272460938,1115.296630859375
991.9231567382812,809.330322265625,787.945556640625,1031.4027099609375
998.5030517578125,914.6090698242188,789.590576171875,1079.1070556640625
1008.3729248046875,809.330322265625,791.2355346679688,1103.7818603515625
1014.952880859375,809.330322265625,779.720703125,1112.0067138671875
982.0532836914062,704.0515747070312,740.2411499023438,1046.20751953125
993.568115234375,809.330322265625,781.3656616210938,1105.4267578125
996.8580932617188,1019.8878173828125,804.3953857421875,1095.556884765625
1000.1480712890625,809.330322265625,787.945556640625,1082.3970947265625
967.2484130859375,914.6090698242188,781.3656616210938,1042.91748046875
996.8580932617188,914.6090698242188,791.2355346679688,1128.45654296875
1005.0830078125,809.330322265625,784.6556396484375,1131.7464599609375
982.0532836914062,704.0515747070312,764.9158325195312,1052.7874755859375
982.0532836914062,809.330322265625,774.7857666015625,1088.9769287109375
1006.7279663085938,809.330322265625,791.2355346679688,1112.0067138671875
1014.952880859375,809.330322265625,792.8805541992188,1115.296630859375
972.1834106445312,809.330322265625,786.3005981445312,1036.337646484375
998.5030517578125,809.330322265625,786.3005981445312,1102.1368408203125
1010.0179443359375,704.0515747070312,784.6556396484375,1112.0067138671875
1013.307861328125,809.330322265625,761.6259155273438,1125.16650390625
983.6982421875,704.0515747070312,750.1110229492188,1052.7874755859375
1008.3729248046875,493.4941101074219,771.4957885742188,1088.9769287109375
996.8580932617188,1019.8878173828125,806.0403442382812,1085.68701171875
985.3432006835938,598.7728271484375,796.1704711914062,1019.8878173828125
980.4082641601562,809.330322265625,778.07568359375,1046.20751953125
1011.6629028320312,861.9697265625,796.1704711914062,1125.16650390625
1014.952880859375,861.9697265625,792.8805541992188,1125.16650390625
986.9882202148438,704.0515747070312,779.720703125,1046.20751953125
1013.307861328125,756.6909790039062,778.07568359375,1098.846923828125
1008.3729248046875,809.330322265625,797.8154907226562,1098.846923828125
1011.6629028320312,651.4122314453125,774.7857666015625,1098.846923828125
960.6685180664062,704.0515747070312,758.3359375,1046.20751953125
1001.7930297851562,704.0515747070312,774.7857666015625,1125.16650390625
996.8580932617188,809.330322265625,797.8154907226562,1125.16650390625
977.1183471679688,756.6909790039062,783.0106201171875,1098.846923828125
962.3134765625,809.330322265625,771.4957885742188,1098.846923828125
998.5030517578125,809.330322265625,792.8805541992188,1151.4862060546875
